Дата,Группа,№ Группы,№ Объявления,Тип площадки,Формат,Размер изображения,Тип устройства,Пол,Категория таргетинга,Упоминание брендов,Уровень платежеспособности,Возраст,Заголовок,Текст,Ссылка,Показы,Взвешенные показы,Клики,CTR (%),wCTR (%),Расход (руб.),Конверсия (%)/Товар добавлен в корзину,Конверсия (%)/Заказ оформлен,Конверсия (%)/Лид с Centra Market//Динамика,Конверсии/Товар добавлен в корзину,Конверсии/Заказ оформлен,Конверсии/Лид с Centra Market//Динамика
15.04.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.42,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,не определен,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.78,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,18-24,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,25-34,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.78,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380818,поиск,текстовый,без изображения,мобильные,женский,Узкие запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Иркутске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.87,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380820,поиск,графический,с изображением,десктоп,мужской,не определено,не определено,Остальные,25-34,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Купить,4296804896,M-9591380820,поиск,текстовый,без изображения,мобильные,женский,не определено,не определено,Остальные,35-44,Купить велосипед,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,1.0,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Братск,4296804901,M-9591380848,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,младше 18,Магазин велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,2,0.17,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Братск,4296804901,M-9591380850,поиск,текстовый,без изображения,мобильные,женский,Альтернативные запросы,Без упоминания вашего бренда,Остальные,35-44,{PHRASEКупить велосипед},Велосипеды в Братске. Для взрослых и детей. Бесплатная сборка и настройка!,,1,0.93,1,100.0,107.16,38.22,-,-,-,-,-,-
15.04.2024,Велосипед Братск,4296804901,M-9591380852,поиск,текстовый,без изображения,мобильные,женский,Целевые запросы,Без упоминания вашего бренда,Остальные,35-44,Купить велосипед в Братске,Велосипеды для взрослых и детей. 340 моделей. Бесплатная сборка и настройка,,1,0.76,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Большой,4296804902,M-9591380854,поиск,графический,с изображением,десктоп,мужской,Узкие запросы,Без упоминания вашего бренда,Остальные,младше 18,Магазин больших велосипедов,Centra Market- Большой выбор велосипедов. Выберите новую модель 2023 года на сайте!,,1,0.09,0,0.0,0.0,0.0,-,-,-,-,-,-
15.04.2024,Велосипед Ангарск,4296804903,M-9591380862,поиск,текстовый,без изображения,мобильные,мужской,Целевые запросы,Без упоминания вашего бренда,Остальные,не определен,{PHRASEКупить велосипед},Велосипеды в Ангарске. Для взрослых и детей. Бесплатная сборка и настройка!,,2,2.0,0,0.0,0.0,0.0,-,-,-,-,-,-
